address_id,street_address,city,state,zip_code,country
f3498679-b956-4b0d-ba2a-9f64623a16cd,"69518 Sexton Extension Apt. 334
Lake Michelechester, OR 98628",Cookshire,Ma,58902,United States
a4f54384-4e75-4212-a1aa-c5c0bb5a3c0f,"2369 John Field
Peterfort, CO 40068",Port Jamesshire,Pe,80153,United States
3413447e-fc3d-4984-8dbd-b7b0c8639439,"801 Jeffery Shores
South Alfredville, CT 70757",Johnchester,Ne,07358,United States
8acecdda-ea2f-4549-b178-f105daa8db44,"71345 Norman Dale
East Martinborough, CA 37281",Port Edward,Pe,47981,United States
c2afd850-2cf2-4e4e-80b7-e4cf251b0c12,"64045 Collins Road Apt. 839
New Travisland, NJ 15858",North Taylorburgh,De,22064,Canada
d3afeb4a-97cb-4242-9907-4e3df1689000,"5822 Arellano Trafficway Apt. 610
Rogerschester, NM 80145",North Julieton,Mi,95885,United States
6ce499bd-4a03-45c4-ba85-a54ac4b0f44f,"54924 Joseph Circles
West Emily, CA 76602",Johnnyberg,Rh,71590,United States
9e7a834a-1be5-446d-aeff-11803ff95afc,"6962 Benton Cove
Smithstad, FM 57758",Hoffmanville,Ma,52847,United States
8eb1549d-3837-4385-a8bc-2218b3ac8015,"318 Travis Track
Lake Dianastad, IN 86429",Carrollmouth,Ca,59855,United States
423bdb24-84b3-4598-9c8f-b0be4572c114,"308 Patrick Prairie Suite 664
Lake Laurieberg, NV 33710",Markside,Ca,47312,United States
c4c31502-51ae-4c50-b5a5-2c490165ba31,"588 Juarez Roads
New Samuel, PA 18390",Ryanborough,Ar,68957,Canada
69d154b5-4d80-4e37-b018-9dde0e857183,"11377 Megan Oval Apt. 288
West Ashleymouth, SD 86618",Lake Zacharychester,Ne,56441,United States
c27cba35-69f5-4283-bc42-b4eaf9d6a2e2,"49072 Cheryl Branch Suite 722
Christinehaven, PA 25118",Loganfurt,So,30582,United States
19216ac2-6f8f-4888-8d74-838e051ebe0e,"3822 Fitzpatrick Mews Apt. 754
Alvaradoside, MO 60943",South Masonberg,No,35414,United States
7e05862d-8a0e-4686-a28a-044852ecb1ba,"USNV Griffin
FPO AE 76616",Johnborough,Te,08601,United States
8d54c2ff-5565-492f-b79b-8b2aace49e7b,"726 Cooper Drives Apt. 884
Jonesfort, NY 66457",Wandastad,Ma,42324,United States
1fecea70-4dda-4e3a-91b7-577bbfdbead8,"4205 Kramer Lake Suite 124
East Lisa, FM 85131",Patrickbury,Te,74189,United States
1202d65e-7a9e-4baf-b552-e9e9f1508050,"1703 Young Trail Suite 172
Lake Douglas, ID 81753",West Emily,Rh,57509,United States
4350b207-d4d3-48cc-9a8c-00fcbe9c45a1,"9538 Sarah Light
Edwintown, AL 12417",Kaitlinfort,No,73985,Canada
a3067df2-6c5e-41e7-a4d7-0b954f1f3169,"5227 Jamie Cove Suite 326
Natalieside, MI 17895",Ashleyborough,Wa,19766,United States
08370b4a-3326-4976-9ef8-e9789d17c5f7,"34259 Meyer Road
Katherineborough, CO 97799",East Robert,Ne,97926,United States
95edc974-d38a-46bb-a79b-d61678b4b46d,"9139 Reyes Villages Suite 167
West Timothy, TN 01553",Charlesberg,Ma,89301,Canada
1c455d91-2752-4a7e-b0fa-60b78098624b,"709 Scott Forks Apt. 718
New Travis, WV 54410",Ortegaland,Ma,34496,Canada
da3c67eb-dac8-4d6e-bd45-448561b56194,"354 Richard Fields
North Kristen, CO 83056",East Sarah,Ge,68324,United States
63af19d5-a304-48e4-9a8f-5b1477062660,"Unit 2294 Box 7642
DPO AP 68441",New Kimberlyville,Al,42904,Canada
3d7810f2-5c5e-4e45-8354-eb5362f20bdc,"58995 Jimenez Stravenue
West Joshuaborough, PA 80587",West Rachel,Pe,86637,United States
0bc0d39b-5ef8-42d8-93a6-303e2952626d,"PSC 1298, Box 8626
APO AA 18360",Alibury,Ar,49611,United States
635969c1-ed5a-4cd8-9580-8786d6a47ef5,"67870 Daniel Overpass
South Scott, ME 83567",New Laura,Te,53484,United States
0045069e-bf24-491e-985e-2f3f88723d37,"27217 Karen Station
Port Davidstad, NV 68456",Aprilborough,Ar,21240,United States
8a392dde-34e0-423e-9f7e-54cd19ae43e6,"44538 Robertson Junction Apt. 428
Port Jeremy, CO 67675",Reginaton,Ke,40367,United States
5fd52dd8-e501-434e-8252-37f11056bc12,"USNV Howe
FPO AE 87064",North Brittanyfort,Mi,13469,United States
f218e021-9c92-4f81-8c3c-50a810513f78,"951 Doyle Square
Rebeccabury, ID 91805",Lake Denise,Ve,20289,United States
8b1f5e09-6433-4b97-8253-8f6925008104,"692 Coleman Junction Suite 528
Austinhaven, NJ 73665",Kimberlyton,We,41818,United States
65408055-5203-4081-8374-59fb20bee435,"4058 Mary Pass Suite 733
North Brittany, KY 17387",South Ginaville,Il,33888,United States
dd35469d-839e-463f-b029-e440ec69cd29,"2025 Martin Turnpike Suite 304
Odomshire, MT 48594",Phillipsmouth,Co,64742,United States
8b26b924-5062-4733-97e0-d57156231ca1,"PSC 2034, Box 8019
APO AE 19391",Sharonville,Mi,13258,Canada
dcdf19bc-dfd5-4a77-8b82-9ec3ed0d71ea,"USS Pena
FPO AE 49565",Juliechester,No,32345,United States
b330ba0a-1175-45c9-adc5-0677b02be701,"75263 Judith Harbors
New Shawnside, VT 76243",Lestermouth,Id,27746,United States
51a4dceb-ff45-404a-9e86-feb5ccc4bcab,"56945 Robert Cape Suite 946
Lucasberg, GA 06232",East Joyland,Te,39014,United States
b4246bc7-17cc-44dc-92b9-98df8ea6e0ad,"3697 Reid Fields Apt. 530
North Emily, OH 51162",Lisaport,Ne,07973,United States
0f370aae-526d-44d6-af60-1f0bc52fa1d5,"647 Chelsea Extension Apt. 370
New Kelly, MS 14126",South Joshua,Fl,56284,United States
54d8c373-b7e1-4e13-95b7-8b3690b6f266,"9191 Brittany Lane
Buckland, VI 77659",Lake Arielbury,Il,88637,United States
