customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
459953,default_value_3708,Phyllis,Thompson,y**********************t,4********6,1969-11-19,2023-04-28,70,316802.64,Female,ACTIVE,SILVER,791,False,2022-05-20 11:44:32,2021-05-08 20:28:15,Seasonal customer
91903,default_value_9989,Karen,King,t*******************t,+*************4,1991-05-14,2024-12-01,59,471429.92,Male,ACTIVE,BRONZE,700,True,2022-05-12 23:46:12,2022-07-04 19:49:10,Frequent buyer
55071,default_value_1036,Stephen,Rodriguez,a*****************g,+*************1,1987-02-14,2022-03-09,28,207383.28,Female,ACTIVE,BRONZE,769,False,2024-07-03 00:40:16,2021-09-10 10:14:16,High value account
255815,default_value_8236,Mike,Harrell,b*********************g,0*************0,2002-05-01,2024-03-30,18,46659.68,Other,ACTIVE,BRONZE,337,False,2022-06-28 18:15:13,2021-03-05 04:53:50,Excellent payment history
486599,default_value_3885,David,Frazier,j*****************g,8********1,1996-11-24,2021-05-17,60,124837.96,Male,PENDING,BRONZE,546,True,2020-02-02 20:26:00,2024-07-05 09:30:41,Excellent payment history
74298,default_value_989,Mark,Medina,p****************m,6**********4,1953-04-07,2020-07-23,64,431646.21,Male,ACTIVE,PLATINUM,815,True,2022-06-19 17:53:04,2022-04-04 20:17:04,High value account
821051,default_value_438,Nicole,Carter,s***************************m,+*************5,1954-05-23,2020-11-17,49,414376.54,Male,ACTIVE,SILVER,619,True,2022-09-01 04:38:12,2024-06-17 23:54:17,Payment issues resolved
280946,default_value_8719,Melissa,Cook,s************************g,5**********4,1969-11-05,2021-03-06,58,347199.17,Female,ACTIVE,GOLD,583,True,2020-03-13 04:57:42,2020-09-19 08:50:08,Seasonal customer
539152,default_value_404,Michael,Rose,t**********************t,+*************9,1985-09-16,2022-10-02,72,100316.95,Male,INACTIVE,SILVER,357,False,2023-02-27 03:46:55,2021-03-07 19:39:54,Seasonal customer
299901,default_value_1825,Sherry,Mitchell,g**********************g,5********5,1957-01-28,2024-03-18,90,485574.5,Male,SUSPENDED,BRONZE,850,False,2020-11-28 04:54:02,2020-11-09 09:55:36,Excellent payment history
