address_id,street_address,city,state,zip_code,country
cdda1a52-328d-4091-a7f8-b4706f762ba0,"5254 Gross Route
North Raymondtown, MD 34523",Carterville,Il,46301,Canada
15eba82d-b572-4a3a-839b-0ea28f9bc871,"270 Odom Knolls
Adamstad, CT 68086",Port Kimberlystad,So,03441,United States
53f800ac-7a68-4cc1-8c18-340b152be246,"1957 John Oval
Shepherdbury, NC 91260",South Ashleyhaven,Ar,63579,United States
99a7cd40-6043-45da-8858-b88ee0edda38,"75539 Rivera Crest Suite 082
Mccoyside, AK 17555",Port Shannonfurt,Ka,66952,United States
667cdd2e-60bf-418c-82e7-608c87e8eeb6,"1294 Hernandez Unions Suite 113
West Jacob, MD 04560",Russoland,Il,66421,United States
34b4f108-0ad1-4044-bfcd-835b950f5d56,"31989 Howard Gateway Apt. 433
Lake Danielbury, IL 22482",Brianbury,Te,38903,United States
eabbc426-9a6d-41fb-8599-4634f6c294aa,"215 Bishop Route Apt. 316
Port Allisonside, NH 27229",East Rhondachester,Ok,69099,Canada
3e3c439e-d684-455c-8a2d-a3daabfd22ae,"PSC 1362, Box 4223
APO AA 48853",East Lonniemouth,Mi,99327,United States
3a710f83-40ec-4a6a-b2fc-5a011ec14d17,"366 Lee Expressway Suite 703
Andersonmouth, ND 83800",New Timothyton,Ar,16150,United States
c092019f-6c33-4099-9dd5-f6b2a9169820,"87057 Brown Oval Suite 214
South Richard, DE 91064",South Michaelville,Te,46146,United States
c66464e6-79b2-4f48-8651-f5ebdc72a1dc,"8833 Gail Highway Apt. 131
West Jennifer, NC 28839",Lopezmouth,Wy,81502,United States
a303fe7b-f85c-4a1d-bbfd-d4663746d9dd,"5241 Monica Motorway Apt. 032
South Elizabethstad, MT 60688",Beckburgh,Wi,93953,Canada
7003e2cd-4b50-4d79-afb1-4c4683b7c9da,"PSC 0234, Box 5998
APO AA 12415",South Tricia,Ne,90584,United States
46ff69f2-9c90-49fa-98e1-672a291114b4,"035 James Loaf
Hansenton, TX 17082",Melindaside,Ne,15002,United States
8aae980d-9cff-490d-a145-fba8d30c29b0,"501 Bryant Ways
West Eric, ID 24870",New Brittanymouth,Rh,24707,United States
8a0d0695-5c55-42e6-bc82-7b2f02a120be,"014 Ali View
Port Shawn, NV 93909",West Thomas,Co,50537,United States
fb8d4fa9-de12-46b0-a643-e2bb10618516,"86126 Jesse Crest
Taylorview, VI 14928",Johnsonside,In,82305,United States
7440a587-c975-4282-89ab-e787382fd240,"677 Andrea Expressway
Odomberg, KS 46759",Tonyahaven,Mi,35964,Canada
dae532a9-f992-442e-975c-b0fa79e52aef,"791 English Row
Bernardberg, TN 82388",North Nathaniel,Mi,50704,United States
b06ac3f0-b224-4a9f-a67b-e548c650eaf0,"50639 Stacey Station
South Johnmouth, MI 63197",Mortonfurt,Wi,89088,United States
9ee20ec2-9a49-48a3-8cd1-3cb17ae35a7e,"264 Thomas Turnpike
Austinborough, CT 31474",Gregoryfort,Ar,54532,United States
5400a0a6-c890-4404-ada7-ebea9a73f9d5,"400 Carrillo Curve Apt. 856
Samanthabury, MO 74701",South Amanda,Ok,83768,Mexico
dca72066-3de2-453c-893a-a6f44f6d08ef,"08429 Julie Trace Suite 299
South Alexander, SC 70783",Cherylmouth,Ok,94013,Canada
95c2be3c-7245-47d5-bb91-96562012b2ac,"58550 Shannon Mountain Apt. 347
Elizabethville, PR 66664",Carolbury,Ok,67628,United States
d6ae4ac5-d9ac-4b0e-991d-5d56ab5855d5,"032 Lopez Rest Suite 913
Lake Stephanie, LA 42025",East Diana,Ne,61794,United States
d25f9c68-45c6-4132-94c1-9b9806031cd5,"67587 Caitlin Lane
Lake Danieltown, LA 96941",East Louisberg,Te,97445,United States
fd89ae50-baed-47ef-8f53-cefb170bf34b,"Unit 5788 Box 2680
DPO AP 47229",Caitlinview,Te,98089,United States
790d2b23-478e-4590-b634-0ccaf63df191,"814 Gilbert Extensions
South Joshua, OR 48039",North Teresamouth,Ka,01309,United States
381640ec-9ab7-47d0-ba29-d2c62005cf28,"119 Frank Junctions Suite 020
New Michael, MD 47519",Lake Carlosfort,Wa,16514,United States
f6af48bf-521b-4b22-af67-bfb0d3e9f6ca,"02951 Gray Ridge Apt. 629
New Charles, OH 76247",Mitchellview,So,19169,United States
2503a503-b9dc-4e4e-abe5-37f27f4b9ae8,"1515 George Extension Suite 853
Port Katherineton, NH 30366",New Jasmine,Ke,29721,United States
160cfeb0-38ef-4bd5-b670-5ae9a2c9e0e0,"431 Shaffer Unions
Reedtown, VA 07890",East Bettyfurt,So,05612,United States
c305d340-41c3-42c3-93a6-815fe3cffac9,"84043 Roger Village
West Kristina, AK 46246",Robertberg,Lo,61320,United States
61b92f8d-5b3d-4cf5-8178-5662e3118d87,"61643 Timothy Forks Suite 045
North Kristen, MA 31178",South Jessica,Ha,25928,United States
b84313d6-7e8b-4a96-bfe5-826fd716422f,"161 Beverly Fords Apt. 258
Cardenasburgh, NV 60559",South Samanthabury,No,39852,Canada
48319521-2595-43a0-b0be-9e2b858a91f9,"125 Burnett Squares Apt. 675
Fryeview, KS 50256",New Emily,Co,15620,United States
9884da49-87aa-4458-945a-b845dd918952,"620 Jeffrey Rapids Apt. 977
Gregoryville, KS 65429",West Jameschester,Ca,57093,United States
3d674847-9f19-464d-a2dc-7e4592f3503e,"735 Keith Mills
Sosaborough, PR 89976",West Craig,Mi,09568,United States
fde611e2-63b2-4dc1-b603-06f358343ab9,"6041 William Passage Apt. 281
Colemanview, NY 94821",Banksville,Oh,51118,United States
f67c9ad0-3e30-4559-817f-0fe44cbae4ba,"4831 Fisher Tunnel Apt. 229
Lake Zachary, NJ 03717",Mcintyreview,Ar,91435,Canada
aff4960e-9971-4056-a183-72021dd2cb5a,"8514 Lowe Bridge Suite 940
Fostertown, MH 16459",Conwayside,No,05749,United States
56dfd9c4-41f3-4817-b9e3-308c6657d1f5,"1810 Aaron Road Suite 846
West Natalie, MA 45730",Espinozaville,Ne,39574,Canada
41dff7d8-acd8-4723-91e4-6fefa4b08dd9,"7829 Pamela Path
North Zacharyport, PR 89832",New Jessehaven,Ka,09698,Canada
24f538a0-e0f9-4b54-bc7c-6286a4985d3e,"8529 Kimberly Alley Suite 795
North Annafort, OK 70982",Martinezberg,Wa,13109,Canada
