address_id,street_address,city,state,zip_code,country
139514c4-1ba0-4a0a-8659-d0c7a72182dd,"070 Tyler Gardens
Matthewchester, IN 57142",South William,We,19791,United States
37f362a9-2669-400c-96e7-98e3d98b3a69,"489 Scott Dam Suite 269
Port Rachelberg, NY 24309",Milesland,Pe,95186,Canada
9cb28474-507d-4edf-8521-d94bb5dc77b6,"07428 George Well
West Samanthaborough, CA 34027",North Mark,Ut,49279,United States
bc0fb53b-8367-430f-aa31-337b7c4bc6ab,"1673 Andrews Greens Apt. 232
Judithbury, NH 50314",East Maryborough,Ne,01986,United States
13b347f8-186c-459b-abc4-bfc1b0bb6865,"678 Thomas Plains
Thompsonbury, LA 88429",Lake Daisy,Ma,89894,United States
49aedd16-c675-4363-8f9d-4e2d74b9106e,"USNS Waters
FPO AA 01275",Kathrynburgh,De,09458,United States
2a77dfb4-6ee2-4958-9b86-88d3db8336fd,"88055 Nicole Islands Apt. 035
Smithville, VA 68542",South Ashleyton,Oh,17628,United States
9389f694-b116-47a3-a395-ecceec365822,"432 Allen Rest Apt. 604
Nancychester, WI 39460",Daviston,Mi,13326,Canada
0ef888ce-4933-48ab-9ab3-adda7a5f120e,"759 Robin Ferry
West Stevenland, GA 71646",Rachelbury,Mi,32774,United States
b4e32f7a-22e1-4dd5-968a-e2a62c2ccb36,"1297 Meza Fords
New Dianetown, NM 74848",Port Davidbury,Oh,68452,Mexico
112d38f9-7b1a-4722-895e-a46bd90f45a8,"7075 Gibbs Trail
North Anthonyland, ND 79668",Hollowayhaven,Al,29749,Canada
6d3cd267-88ea-4de5-9a31-882b10446882,"8406 Little Vista
South Christopher, MO 28936",South Williamstad,Ke,42403,Mexico
789ad141-8376-40a7-b2f3-d079c5062b27,"7690 Castro Prairie
North Robertville, NH 39235",New Darlenechester,Pe,72710,United States
d6f93da7-d5f2-4777-b0f1-df0bbaac2a45,"330 Le Track Apt. 132
Walshhaven, ID 11121",East Megan,Ar,44663,Canada
bf1605ff-2dde-402b-8093-4d15f69c1781,"5469 Wright Court
Mcphersonview, LA 76248",Daystad,In,15754,United States
99695187-ca6e-498d-89e4-f5a3c03fb4b2,"73196 Grace Overpass
Emilyview, DE 35097",Port Karlmouth,No,88469,Mexico
a01634bf-754b-474b-99dd-70b19a1b600a,"535 Anna Mountain Suite 715
East Taylor, PA 11759",Lake Claudia,Ne,88117,United States
