address_id,street_address,city,state,zip_code,country
2412c694-329a-49a3-88f1-6e88168945f4,"13938 Waters Roads Suite 628
Lake Maria, PA 13015",Mirandaborough,Mo,81549,Mexico
e6170d08-25ea-4a59-a9b9-c9757ffdca8b,"PSC 3197, Box 9932
APO AP 97615",Murphyfort,Wy,59924,United States
1954a67d-3d62-486f-8eef-b89eb2360779,"94396 Brian Walk
Thomaston, SD 93791",Kevinhaven,Co,03823,United States
63bbb561-b977-4e28-b44e-aa3f1acf390f,"07458 David Spurs
South Christophershire, RI 51115",North Timothyshire,Ar,44935,United States
20370c84-b544-448f-ae48-a9d399235098,"84771 Lauren Run
South Davidborough, MT 80050",West Stacy,Ha,07455,Canada
ce5f7f92-9a77-4e08-a2dc-bc63efc96b35,"9499 Goodwin Corner
West Angela, MO 78256",Lake Jennifer,Id,98686,Canada
9460a12e-aabd-452e-9383-88fa58eac826,"04558 William Hill Apt. 279
Burtonmouth, WY 11583",West Daltonburgh,Rh,52063,United States
2d17b754-3583-4f61-8312-d7d134cb6128,"1080 Smith Shore Apt. 835
New Donald, IL 68237",East Valerie,Fl,03416,United States
5cea563d-c619-4663-86ba-64d0a07b0b39,"050 Elizabeth Gardens Suite 861
South Patrickton, IN 43641",Emilyberg,Ne,16419,United States
7ec20b7a-9631-4d61-a686-58ed04d2e04a,"0427 Jasmine Roads
East Charles, NV 64075",Jackieside,Al,66369,Canada
c6324f03-8ec3-4927-b2fa-076d859eab49,"84728 Mary Alley Apt. 962
South April, MH 59774",Alvarezstad,Te,60314,United States
c29d3b30-2050-4920-b001-edebbe79d214,"868 Waters Springs Suite 182
Lauratown, DE 26065",Johnsonchester,Al,29537,United States
250cf06f-f2fa-4711-a865-64bcf913b923,"0779 Smith Locks Suite 784
Katherineburgh, CT 82616",Anthonyhaven,Ve,28906,United States
891e09b2-eaaa-4b76-81e9-38b29522f191,"52362 Calhoun Mills
Hunterstad, PW 65334",Ayalamouth,Mi,05266,Canada
a3673bc1-389f-4c71-98b0-025bf88968a1,"3251 Hunter Pike
Port Deannafort, AK 44572",East Michelle,De,09804,Canada
07a67048-f720-4b2c-96d1-fde30d86908b,"568 Johnson Dale Suite 755
Crawfordville, NV 56871",Nicolemouth,Ar,08465,United States
0b82c636-36bb-4c19-b302-f7e177ac7e69,"Unit 6875 Box 1080
DPO AA 97525",Joshuafort,Ne,87342,United States
3ce24106-a1c4-4e99-9a6e-8a0651d6dd96,"715 Rios Avenue Suite 575
Karenmouth, AL 54722",Port Lauren,Ha,60231,United States
242dfa10-6aa7-4592-ba08-9a3867e23e66,"7913 Matthew Haven
Palmerbury, GA 45066",West Jennifer,De,01929,United States
929c682e-81ff-4e48-82d8-835dee30903c,"968 Richard Rapid Suite 442
West Micheleside, SD 20974",Donaldstad,Ne,78623,United States
cf983e4e-2a03-4a3f-8760-7780c837ed96,"316 Hardy Trafficway Suite 594
Lisafort, AK 68168",Lake Michaelview,Al,37906,United States
e73c8743-59b6-47f8-ba5b-817c66890c3b,"142 Gary Mountain Suite 504
Anthonyport, NY 06949",Erikachester,Wi,70806,United States
d64f9719-56f4-466e-8007-c763a8ab1555,"72330 Gabrielle Oval
Tylermouth, NE 94599",Port Joseph,Ne,05619,United States
82a52dc0-24c2-4251-8f6f-9affb18eb228,"598 Ferguson Meadow Suite 053
Boydborough, ID 42456",Jessicaville,Ka,98921,Canada
3112dde1-1111-4269-a27d-a9d896857f28,"56580 Wright Valley
Port Kathleen, MN 93971",South Zachary,Io,44691,Canada
d4b33c3a-1b86-46ac-84d5-4a29f14e8899,"9594 Munoz Forks
Michaelfurt, PW 56697",Daniellefort,Id,70417,United States
fd4ffc05-1f07-44f1-b69b-5db548e4afb5,"USCGC Murray
FPO AP 96329",Mooreville,Al,21128,United States
861c64ad-f258-401e-819d-415c72effba6,"8443 Donna Lakes
Perezbury, CA 33241",Claudialand,Ne,54056,United States
9e0841e6-7ce7-4b03-9be2-18a71daf4925,"6400 Amy Meadow
New Calebland, IN 14399",South Luke,Co,75571,United States
2d444798-ffc5-410e-9895-a0c28f9fdd52,"622 Keller Pike
Jennabury, ND 35357",New Oscarton,Lo,75313,United States
9281a42e-df46-45d9-9ef2-50e6a1daca04,"89814 Tony Camp Suite 768
Lake Samantha, MT 80242",Melissahaven,Ut,23327,United States
89e6c404-d02e-43ba-ab1c-0c2c582556cf,"2972 Wright Common
South Dakotaside, AS 28755",Brownside,Pe,98617,United States
36355917-52e3-40b9-9c24-416f53151a2a,"89361 Steven Lock Suite 059
South Peggy, MI 43894",Malikview,So,93330,United States
6fde368d-9889-428e-81dd-0e01a99915b4,"75296 Cory Port Apt. 391
North Adam, KS 20866",Monicaberg,In,23674,Canada
f05b865c-ca2e-4773-899c-0e107986a5bf,"PSC 1770, Box 5277
APO AA 36628",Henryview,Wi,31924,United States
79a73637-e2f4-421f-8529-e06c88327dc0,"34169 Christopher Mill Apt. 461
Wayneville, PW 89134",Patrickview,No,56123,United States
8a91f773-0760-4182-bdd2-23d4266ca35f,"2115 Kelsey Stream Suite 195
New Elizabeth, NM 63440",Morganfurt,Oh,33690,United States
d45711e8-b9b1-4c2e-95e1-0d438c569fab,"32300 Michael Brook Suite 002
South Tonya, CT 29078",Kennethview,Wa,42346,United States
5dacd1d4-be25-4a93-8eb1-e562cb7c1725,"37081 Phillips Springs
Aliciaport, AS 64597",West Kevin,Mi,34802,United States
89dc200e-5d49-401e-9093-716482d52b3f,"0396 Villanueva Lakes Suite 277
Keithberg, OK 79750",Kingberg,Pe,35862,United States
b69c5217-c139-4b0a-bd4b-5803e57846e3,"404 Herman Drive Suite 577
West Amy, MA 03826",Floresberg,No,09647,United States
df7518ef-f982-41ca-af94-7f01a750bfd0,"0517 Austin Junctions
Conwayton, AS 19252",Mariastad,Lo,35936,Mexico
2ee22185-6744-4d3d-8846-05311a360234,"41815 Ramsey Row
North Melissa, NE 45641",North Josephstad,Al,44818,Mexico
877112cd-8648-4e59-b146-f4b9a25385b9,"68018 Fitzpatrick Plains Apt. 897
West Mary, WA 62876",North Sharon,Pe,03213,United States
a2217f02-8001-4b41-bc9e-83dd9ad68342,"017 Vanessa Tunnel
Johnberg, KS 54693",East Paul,Ne,36391,United States
5871c1c5-4512-418d-b597-d4c1e37584cc,"46912 William Hollow
Bellhaven, GU 16363",Coxstad,Mi,56810,Canada
5c35a154-1290-4ccd-958f-661242ffe6b4,"2689 Graham Row Apt. 529
Whiteshire, SC 79127",South Ryan,Ar,05338,United States
cdffd87c-b225-49a4-883b-2e6a1fb02032,"872 Castro Ports Apt. 679
Perkinsshire, FL 19058",Port Lisa,Ha,23292,United States
