address_id,street_address,city,state,zip_code,country
3309b8f8-c405-4a98-be39-5241574a4c6a,"595 David River Apt. 651
Hallland, MD 02399",Mcfarlandhaven,Ma,Into job b,United States
b470f018-47e6-4137-8d8b-a78fee794f7a,"187 Michael Highway Apt. 754
Kimhaven, VI 72497",Lake Lisaside,Ne,Way soldie,Canada
306cbf33-6f0d-4aec-959c-2c044a3aeb0b,"418 Amanda Fork
Lake Steve, IA 14875",Lauramouth,Ne,Foot baby ,United States
988927b1-788a-4e34-b79c-df9e85252d55,"23893 Michael Parkway Apt. 932
Chambersville, UT 90339",Jaychester,Ar,Four fear ,United States
5bd3e25b-b054-40ae-bd5b-6ce4ca68743e,"983 John Locks Apt. 909
East Sarashire, GA 82488",Weavermouth,Lo,Top right ,Canada
13d06323-5ca6-4201-a094-34b13829493c,"PSC 2415, Box 6530
APO AP 68443",North Michaelmouth,Ne,Then team ,United States
da2d3eb3-434b-4279-92da-f95556170f33,"731 Austin Mountain
North Lauraview, IN 35245",North Hannah,Co,Still forc,United States
df5908f4-9378-470c-9a09-f8ef25cb1353,"6327 Flores Ranch Suite 199
Patrickburgh, KS 86192",Lake Christy,Id,Tax high w,United States
e2f52627-b150-4c3e-8017-f96244acb608,"USCGC Tate
FPO AA 39549",Wilsonton,De,Approach o,United States
22275d18-b455-434c-aabb-9b162991d422,"274 Jeremiah Gardens Suite 529
Daisyberg, NM 20940",Abbottport,Lo,Spend crea,Canada
b9667e92-b740-4fbc-a0df-6d98cdb6b2dc,"Unit 3335 Box 0717
DPO AP 34187",Christopherborough,Al,Win profes,United States
dfa39eb9-8e12-4439-989c-e598a0fde868,"835 Dustin Shores
North Priscilla, GU 37428",Smithview,Ha,Person ago,Canada
24a4a651-74c1-46cd-bc3d-0d899b324cc2,"54176 Megan Harbors
Lake Richardmouth, AK 69753",Angelabury,Rh,Create tal,United States
19d32832-1691-42b9-9645-b77716c6fd71,"3058 Chase View
Brownchester, MN 58302",East Adam,Ut,Difference,United States
1ab926ed-3968-463c-aa47-1c62a18c699e,"2434 Scott Shoal
Brianchester, VI 65033",Port Jessicafort,Id,Customer c,United States
