customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
503796,default_value_931,Tonya,Watson,b**********************g,5*************6,2000-04-28,2022-06-11,66,496796.62,Other,ACTIVE,SILVER,781,False,2020-07-19 01:07:09,2022-06-11 04:04:55,Referral customer
294459,default_value_7035,Nicole,Mitchell,s*******************t,+*************3,1998-05-14,2024-08-12,48,207147.12,Female,PENDING,BRONZE,420,True,2023-02-21 17:58:28,2023-09-07 19:40:10,Seasonal customer
153361,default_value_1498,Nathan,Martinez,p************************t,0*************8,1951-09-29,2023-02-28,30,446015.41,Female,ACTIVE,BRONZE,654,False,2021-05-11 08:01:15,2024-10-24 01:18:20,VIP customer
550883,default_value_8797,Mary,Walker,t****************t,8*************6,1953-04-30,2022-11-22,75,186121.69,Female,ACTIVE,BRONZE,612,False,2021-12-31 06:43:25,2022-09-13 08:11:04,VIP customer
934016,default_value_7485,David,Adams,a******************t,3**********9,1954-07-31,2020-07-20,24,43806.14,Female,ACTIVE,GOLD,648,True,2023-06-19 12:49:13,2024-06-07 16:28:51,High value account
542551,default_value_3,John,Rodriguez,k*****************m,(*************0,1963-01-10,2024-05-09,50,144871.02,Female,ACTIVE,SILVER,787,True,2023-01-09 01:00:57,2020-12-14 15:49:04,Excellent payment history
106641,default_value_2224,Christian,Johnson,c*********************m,3*************3,1960-08-28,2022-02-19,29,285291.19,Not Specified,ACTIVE,SILVER,656,True,2024-06-28 22:43:04,2021-11-04 15:38:46,Excellent payment history
66177,default_value_1717,Paula,Dixon,d*******************m,8**********7,1992-08-20,2020-07-29,69,246179.32,Male,SUSPENDED,BRONZE,784,True,2021-06-07 10:49:52,2024-09-11 15:45:54,Complaint history
912894,default_value_6957,Zachary,Reyes,c****************t,(*************5,1967-01-31,2024-11-05,84,331904.49,Male,ACTIVE,PLATINUM,324,False,2021-12-04 13:50:30,2024-07-29 09:13:35,Complaint history
471737,default_value_6059,Melissa,Parker,o****************m,3*************7,1970-04-21,2023-10-21,18,48842.64,Male,SUSPENDED,PLATINUM,724,False,2022-12-09 04:56:59,2023-04-17 10:09:24,High value account
793942,default_value_3446,David,Johnson,j********************g,2*************6,1960-04-15,2021-06-19,84,334208.73,Female,ACTIVE,PLATINUM,474,False,2024-08-16 21:38:03,2020-04-24 14:24:21,Payment issues resolved
608874,default_value_2977,Lee,Mayer,y********************t,5********4,1957-03-27,2024-09-01,67,298007.23,Female,ACTIVE,BRONZE,666,True,2020-11-04 12:35:53,2021-06-04 10:39:21,Seasonal customer
924359,default_value_1258,Sharon,Richards,c*********************t,(***********8,1953-01-27,2024-10-19,34,365764.32,Male,INACTIVE,SILVER,442,False,2021-01-30 21:40:15,2023-06-17 03:20:47,Seasonal customer
934757,default_value_9572,Carla,Blake,h*******************g,7**********5,2005-06-03,2023-12-15,63,301169.77,Female,SUSPENDED,BRONZE,698,True,2024-03-22 15:20:59,2024-04-14 15:24:57,Excellent payment history
625941,default_value_1220,Yolanda,Green,b*********************m,8********9,1998-01-31,2020-09-30,54,80796.62,Male,ACTIVE,BRONZE,742,False,2024-11-05 10:57:10,2023-04-25 20:46:44,Corporate account
76913,default_value_6864,Craig,Graves,l**********************m,(***********1,2004-02-19,2021-07-30,56,393275.21,Female,ACTIVE,BRONZE,402,True,2021-05-30 06:29:22,2024-12-13 03:11:20,Frequent buyer
620481,default_value_5768,Stephanie,Houston,a**********************t,0*************0,1953-04-09,2023-12-25,36,393227.19,Other,ACTIVE,BRONZE,647,True,2022-01-25 15:13:36,2023-01-06 07:06:20,Frequent buyer
333277,default_value_7832,Sheila,Burke,m*******************g,0*************2,1994-09-19,2020-03-15,76,480088.19,Male,ACTIVE,BRONZE,485,True,2024-03-11 21:22:26,2022-11-27 09:11:04,Corporate account
427235,default_value_511,Katherine,Matthews,s***********************m,4*************2,2004-09-20,2024-02-20,40,129083.71,Female,ACTIVE,BRONZE,744,True,2020-10-18 18:48:41,2024-08-12 17:24:46,Corporate account
903677,default_value_4840,Kelly,Rodriguez,c**************g,5********8,1988-12-31,2021-06-13,63,64453.42,Male,PENDING,SILVER,303,False,2023-05-13 05:10:26,2024-02-18 05:40:23,Referral customer
503932,default_value_3551,Kristen,Howard,c*********************t,(***********8,1959-04-19,2022-10-12,43,164021.95,Male,ACTIVE,SILVER,367,False,2020-10-29 14:24:56,2024-01-01 16:30:53,Complaint history
659842,default_value_1418,Todd,Choi,t*********************m,0*************6,1986-04-08,2020-01-23,84,119712.23,Female,ACTIVE,SILVER,523,False,2022-12-06 21:49:11,2021-04-20 21:45:54,Seasonal customer
182608,default_value_1498,Kyle,Jackson,a********************t,0*************4,1988-02-25,2024-11-15,89,176926.18,Male,ACTIVE,SILVER,777,True,2021-02-25 20:39:04,2023-10-09 19:35:51,Frequent buyer
119119,default_value_771,Angel,Jarvis,t******************m,0*************6,1993-02-13,2023-02-18,56,417812.03,Male,ACTIVE,SILVER,328,True,2020-07-22 19:56:56,2024-05-02 06:29:13,Referral customer
336625,default_value_3487,Sarah,Russell,s*************************m,9********3,1983-01-05,2021-03-15,63,162051.95,Female,INACTIVE,BRONZE,312,True,2021-11-03 10:58:32,2021-02-01 02:42:21,Complaint history
846024,default_value_1260,Craig,Gallegos,b*****************m,4********1,1971-10-15,2021-08-24,60,227636.27,Female,ACTIVE,SILVER,811,True,2021-06-30 07:04:49,2024-07-13 10:39:10,High value account
143626,default_value_1069,Leslie,Johnson,t************************t,8*************5,1995-10-03,2021-01-07,82,201694.81,Not Specified,ACTIVE,BRONZE,615,True,2022-07-22 05:38:27,2024-09-20 02:26:42,High value account
805873,default_value_955,Jesus,Hunt,m***********************g,5********2,1953-03-02,2022-04-04,58,290739.99,Male,ACTIVE,BRONZE,389,False,2024-11-30 23:27:27,2024-07-27 05:48:42,Payment issues resolved
116639,default_value_9800,Julie,Thomas,c*******************m,(***********8,1994-12-13,2022-05-24,65,457417.68,Male,ACTIVE,BRONZE,400,True,2021-09-12 03:39:31,2023-07-04 22:24:50,Frequent buyer
682951,default_value_4306,Jonathan,Salinas,e*********************g,8********4,1970-10-17,2024-08-22,42,127094.67,Female,ACTIVE,BRONZE,555,True,2021-06-06 09:05:14,2024-12-12 20:06:59,Complaint history
403760,default_value_4182,Anthony,Atkins,h**********************m,+*************0,1991-11-24,2020-12-21,26,142597.79,Male,INACTIVE,SILVER,388,False,2022-12-23 22:14:38,2022-07-29 14:44:29,Frequent buyer
302246,default_value_6983,Hannah,Rogers,w*****************m,6*************5,1981-04-08,2022-10-07,46,336052.33,Female,ACTIVE,BRONZE,432,False,2022-06-21 09:20:06,2022-04-12 10:41:58,Frequent buyer
613670,default_value_3749,Tanner,Mclaughlin,j*********************g,7********4,1972-02-21,2021-01-22,49,209415.69,Female,ACTIVE,BRONZE,657,True,2024-01-03 22:47:38,2021-03-24 11:48:44,Corporate account
53337,default_value_8415,Leah,Byrd,n***************m,9*************2,1990-01-03,2024-06-11,57,212512.44,Male,SUSPENDED,BRONZE,453,True,2023-03-06 02:04:38,2024-06-04 06:46:24,Referral customer
289371,default_value_8077,Janice,Pace,a*******************t,0*************6,1996-11-07,2023-09-03,49,345742.57,Not Specified,ACTIVE,SILVER,797,True,2020-02-15 10:26:12,2022-01-31 07:58:02,Payment issues resolved
785252,default_value_290,John,Romero,m*******************t,9*************9,1959-03-30,2024-03-07,76,351240.74,Male,ACTIVE,BRONZE,326,True,2024-09-02 00:38:00,2020-05-11 16:03:55,VIP customer
104674,default_value_8391,Cody,Garcia,t**********************t,2*************3,1985-03-21,2021-07-05,35,81278.73,Male,PENDING,GOLD,380,True,2024-11-25 00:02:19,2020-08-11 10:52:02,Excellent payment history
309783,default_value_5273,Jared,Lopez,k****************m,8*************9,1961-06-25,2022-06-02,56,166967.55,Male,INACTIVE,SILVER,654,False,2021-09-18 23:46:17,2022-03-08 22:20:48,High value account
84678,default_value_282,Priscilla,Lopez,p******************g,6********8,1957-07-09,2024-12-13,48,58707.41,Other,ACTIVE,SILVER,765,True,2022-08-16 19:15:39,2021-08-02 23:34:48,Corporate account
630155,default_value_3808,Melissa,Long,s**********************m,+*************9,1950-03-10,2024-05-20,30,242595.08,Female,ACTIVE,GOLD,365,True,2021-06-08 06:43:41,2020-10-26 04:43:40,Seasonal customer
575428,default_value_7005,Guy,Bowman,a***************************g,(*************1,1999-01-15,2024-10-07,56,204395.34,Male,ACTIVE,SILVER,705,False,2024-02-28 07:52:07,2024-11-08 13:22:29,High value account
100279,default_value_4460,Neil,Rivera,t****************t,0*************4,1958-06-27,2020-12-15,66,242121.55,Male,ACTIVE,SILVER,680,False,2020-08-26 00:46:14,2021-07-31 15:06:56,Excellent payment history
566506,default_value_2994,Amanda,Casey,m**********************m,+*************5,1986-01-13,2021-02-16,58,451794.38,Male,ACTIVE,BRONZE,336,True,2023-09-14 00:06:55,2020-10-27 18:18:16,Frequent buyer
910290,default_value_2094,Cynthia,Richardson,a*****************t,6**********3,1961-11-22,2020-05-26,26,403716.28,Male,INACTIVE,SILVER,628,True,2022-08-22 04:46:49,2024-09-10 20:54:04,Referral customer
342235,default_value_4397,Jennifer,Chang,s********************g,8**********5,1999-11-30,2024-09-13,80,337405.23,Female,ACTIVE,SILVER,617,True,2023-05-12 16:59:01,2024-06-19 05:13:25,High value account
168888,default_value_4136,Samuel,Nicholson,w******************m,5********5,1985-10-31,2022-12-01,43,207624.13,Female,PENDING,PLATINUM,636,True,2020-08-17 17:46:27,2020-10-26 21:51:02,Seasonal customer
38624,default_value_1798,Kenneth,Johnson,m*******************t,9********6,1953-03-14,2024-11-28,72,362416.26,Female,ACTIVE,BRONZE,815,False,2021-01-11 10:18:29,2020-07-26 09:35:10,Referral customer
425528,default_value_6711,Michael,Bautista,m**********************g,6*************8,2000-08-28,2024-01-25,81,151591.55,Male,ACTIVE,SILVER,601,False,2023-03-01 17:50:51,2020-12-11 09:56:18,High value account
847449,default_value_2319,Natalie,Todd,d********************g,7**********0,1959-08-26,2022-02-27,35,486574.03,Female,ACTIVE,BRONZE,822,True,2022-02-07 02:27:25,2021-03-10 23:43:46,Corporate account
78138,default_value_4998,Tracy,Norris,r*******************t,8*************8,1999-01-31,2021-02-23,38,378712.25,Male,SUSPENDED,SILVER,837,True,2024-09-22 08:23:34,2021-07-05 20:52:33,Complaint history
674917,default_value_2248,Kathryn,Ward,f**********************m,4**********0,1965-07-09,2022-12-03,76,325395.64,Male,ACTIVE,SILVER,309,False,2020-08-29 00:26:09,2022-02-20 05:44:28,High value account
754059,default_value_928,Jacqueline,Davis,m***********************g,4********3,1951-05-22,2020-02-21,70,162474.04,Female,ACTIVE,SILVER,589,True,2023-11-15 12:13:41,2021-01-01 08:07:06,VIP customer
169293,default_value_4716,Mary,Hanson,a*******************g,9*************0,1986-08-01,2020-12-12,63,179586.8,Male,SUSPENDED,SILVER,602,False,2024-03-13 00:23:04,2023-07-24 11:23:13,Payment issues resolved
270015,default_value_3655,Curtis,Williams,y**********************g,+*************8,2001-09-23,2020-09-23,39,467527.45,Female,ACTIVE,BRONZE,818,True,2022-07-01 06:03:09,2021-06-13 00:04:36,Seasonal customer
409034,default_value_2075,Gregory,Villanueva,k*************************g,9**********5,1960-07-27,2021-06-13,43,83796.52,Female,ACTIVE,SILVER,643,True,2023-05-21 18:53:59,2024-07-16 00:59:17,Seasonal customer
681662,default_value_9834,Danny,Carter,s************************m,0*************0,1991-05-20,2020-07-02,51,397585.69,Male,ACTIVE,BRONZE,504,False,2022-01-11 17:29:02,2023-02-17 15:00:02,Seasonal customer
955309,default_value_6596,Robin,Hamilton,c********************g,+*************2,1969-09-17,2023-02-25,68,469679.53,Male,ACTIVE,BRONZE,556,False,2024-11-05 02:52:14,2024-08-23 10:19:23,VIP customer
672741,default_value_3056,Alicia,Rivas,k***************g,9*************8,1960-12-16,2020-02-29,45,472299.53,Female,ACTIVE,BRONZE,533,True,2021-05-23 13:22:28,2024-05-02 15:53:27,Corporate account
874783,default_value_7535,Ronald,Jackson,s*******************t,0*************4,2002-03-24,2023-09-17,26,98472.39,Male,ACTIVE,BRONZE,469,False,2020-03-13 00:14:42,2020-02-04 03:53:28,Excellent payment history
396487,default_value_4962,Anne,Torres,p******************t,2*************5,1971-01-18,2021-01-09,82,132634.39,Female,PENDING,GOLD,390,False,2022-07-30 12:15:32,2022-05-09 23:49:06,Corporate account
947609,default_value_7939,Brittany,Lane,b**********************g,(***********1,1966-04-29,2024-04-07,22,35902.42,Male,ACTIVE,BRONZE,434,True,2024-06-19 14:29:18,2020-04-15 16:19:02,High value account
200578,default_value_7733,Robert,Wolfe,t********************t,+*************6,1979-03-30,2023-04-30,67,108877.49,Female,ACTIVE,SILVER,310,True,2024-03-01 09:39:24,2022-10-17 20:14:19,Seasonal customer
530085,default_value_6591,Barbara,Nelson,x***************g,+*************3,1994-04-01,2021-06-22,30,158519.84,Female,ACTIVE,BRONZE,751,True,2021-09-17 10:19:21,2024-11-09 09:27:30,Corporate account
852192,default_value_6129,Matthew,Garrett,r*********************g,8*************1,1980-11-28,2024-06-24,83,300018.4,Male,ACTIVE,SILVER,439,True,2022-08-08 16:33:28,2023-06-27 08:18:52,Corporate account
312597,default_value_470,Roberto,English,s********************t,0*************8,1983-03-24,2020-11-21,82,170938.24,Male,ACTIVE,PLATINUM,806,False,2022-05-19 16:59:12,2022-03-30 20:52:03,Corporate account
894400,default_value_4804,Emily,Greer,h***********************g,3*************9,1987-02-04,2020-11-07,23,20049.09,Female,INACTIVE,SILVER,446,False,2023-11-15 03:18:15,2020-07-22 08:19:43,Frequent buyer
30312,default_value_5876,Amy,Carter,m********************m,(*************7,1999-08-01,2022-08-01,90,280800.69,Female,ACTIVE,SILVER,609,False,2024-12-01 02:48:34,2022-02-10 18:17:05,VIP customer
261855,default_value_9411,Katherine,French,d***********************m,4********0,1995-02-10,2024-08-29,57,432584.88,Female,INACTIVE,BRONZE,443,False,2023-05-19 03:49:06,2020-06-29 18:20:15,Complaint history
692661,default_value_584,Amy,Phillips,i****************m,0*************4,1954-07-12,2024-03-16,62,379040.98,Male,INACTIVE,BRONZE,329,True,2020-05-16 14:36:18,2021-11-30 16:38:10,Payment issues resolved
429127,default_value_8046,Stephen,Ramirez,t*******************t,(*************5,1999-03-06,2023-11-06,33,61290.02,Female,ACTIVE,BRONZE,482,True,2020-06-22 03:35:31,2020-09-18 01:05:17,Frequent buyer
71885,default_value_5191,Ryan,Baird,t*********************g,+*************2,1993-01-31,2022-03-10,35,77292.35,Male,INACTIVE,BRONZE,759,False,2022-05-29 15:17:03,2022-09-29 01:31:27,Payment issues resolved
589177,default_value_996,Preston,Velazquez,m**********************m,3*************8,1977-02-25,2024-05-01,26,100655.76,Male,ACTIVE,GOLD,389,True,2023-02-18 07:12:59,2022-05-23 04:13:47,Excellent payment history
316104,default_value_1002,Andrea,Stewart,s*****************t,(*************4,1999-07-06,2020-08-24,53,414237.64,Male,ACTIVE,PLATINUM,409,False,2024-12-25 17:04:19,2020-11-17 10:27:30,Seasonal customer
45879,default_value_295,Kristin,Oliver,s*****************m,6**********2,1982-09-19,2023-05-13,39,162044.58,Female,INACTIVE,SILVER,542,True,2023-09-21 10:48:48,2020-05-10 13:59:20,Frequent buyer
510196,default_value_6267,James,Carpenter,b***********************g,8*************5,1968-03-19,2021-11-06,70,223527.25,Male,INACTIVE,SILVER,831,False,2022-03-30 00:51:47,2024-09-10 20:20:49,Referral customer
99488,default_value_4810,Michelle,Cooper,u****************g,(*************8,2001-06-20,2024-05-29,20,41093.6,Male,ACTIVE,BRONZE,576,False,2024-05-22 10:34:59,2020-09-16 19:39:39,High value account
410072,default_value_2394,Emily,Greene,z****************m,0*************0,1970-09-28,2022-10-10,56,193873.9,Male,ACTIVE,SILVER,423,True,2023-06-05 14:23:37,2020-09-26 05:16:00,VIP customer
