customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
678978,default_value_9554,Roberto,Tanner,b*******************m,0*************7,1988-06-21,2022-04-25,62,312407.39,Female,ACTIVE,SILVER,329,True,2024-08-10 22:24:33,2020-04-19 16:30:47,Seasonal customer
826140,default_value_948,Gerald,Miller,s*************************t,0*************6,1993-07-08,2024-03-28,38,87683.02,Male,INACTIVE,BRONZE,483,False,2023-01-03 13:02:12,2022-09-14 01:41:43,Referral customer
656873,default_value_2310,Alec,Salinas,h**********************m,7*************4,1997-06-17,2022-11-07,73,232673.4,Female,ACTIVE,SILVER,455,False,2020-02-23 11:23:02,2022-07-09 06:07:05,Excellent payment history
759866,default_value_4974,Roger,Davis,j***********************g,7*************5,1955-02-04,2023-03-02,36,469022.26,Male,INACTIVE,GOLD,650,True,2020-07-15 10:24:20,2023-12-24 10:14:35,Corporate account
334121,default_value_5305,Jodi,Chambers,s******************m,3********4,1979-05-26,2023-06-11,27,332070.61,Female,INACTIVE,GOLD,712,False,2023-02-12 04:31:05,2024-08-12 14:20:20,Excellent payment history
668225,default_value_6767,Christopher,Lee,e*****************t,(***********7,1958-04-09,2020-07-28,31,81145.18,Other,ACTIVE,BRONZE,584,False,2020-02-09 21:37:15,2021-07-12 05:42:29,Complaint history
246503,default_value_261,Jessica,Madden,j*****************m,0*************2,1993-11-22,2020-11-17,18,27523.13,Female,PENDING,GOLD,458,False,2022-03-16 15:51:34,2020-12-15 12:22:47,Corporate account
149731,default_value_6833,James,Shelton,m*************************t,+*************1,1993-09-09,2020-06-12,63,94837.37,Male,ACTIVE,SILVER,569,True,2023-03-02 16:11:27,2023-10-22 20:14:01,Excellent payment history
341078,default_value_1034,Paula,Ochoa,w*******************t,0*************4,1994-09-11,2022-07-18,46,423107.74,Female,ACTIVE,SILVER,554,False,2020-11-30 15:32:11,2024-04-15 02:14:05,Seasonal customer
319350,default_value_657,Marissa,Fernandez,g*****************g,2*************2,1985-12-11,2021-10-27,31,86475.15,Other,SUSPENDED,SILVER,477,True,2021-01-31 09:14:59,2021-10-07 14:41:50,Complaint history
525896,default_value_6536,Jesse,Sanchez,w*******************m,8*************4,1960-10-07,2021-09-12,65,304558.33,Female,SUSPENDED,GOLD,442,True,2021-01-31 06:19:31,2024-06-11 12:12:11,High value account
867849,default_value_1420,Christopher,Mccarthy,r******************m,+*************5,1987-05-09,2024-12-03,26,187731.07,Male,PENDING,SILVER,784,False,2020-09-25 22:14:13,2023-08-27 16:21:13,VIP customer
609198,default_value_6858,Heidi,Mills,a*****************g,4*************7,1983-06-23,2020-09-23,47,429225.46,Male,INACTIVE,BRONZE,744,False,2021-04-21 13:43:57,2024-12-12 13:06:22,Corporate account
703603,default_value_1038,Cynthia,James,g**********************m,0*************5,1989-07-12,2024-10-20,81,189485.89,Male,ACTIVE,SILVER,722,True,2020-06-10 12:13:07,2024-01-05 15:00:10,Frequent buyer
881608,default_value_5409,Joseph,Conley,t**********************g,(***********9,1994-03-09,2021-08-28,39,389469.09,Male,INACTIVE,GOLD,656,True,2021-10-17 08:31:24,2023-01-11 06:24:39,Complaint history
776350,default_value_9795,Jonathan,Thompson,f****************t,+*************2,2005-11-06,2021-05-18,47,470708.95,Male,INACTIVE,BRONZE,422,False,2020-09-04 07:16:46,2022-01-15 00:48:41,Corporate account
29087,default_value_5765,Charles,Harris,c**********************m,3*************9,1968-05-15,2024-07-02,39,178698.89,Female,ACTIVE,BRONZE,718,True,2020-08-13 23:23:57,2020-02-01 08:10:59,Corporate account
701005,default_value_9651,Daniel,Barrett,y******************g,+*************8,1969-04-16,2021-09-26,71,184356.15,Female,SUSPENDED,GOLD,620,True,2021-05-12 23:03:27,2023-10-06 00:57:35,VIP customer
882679,default_value_8893,Steven,White,c**************************t,+*************6,1981-11-20,2024-07-04,60,79229.9,Female,ACTIVE,SILVER,442,False,2022-11-11 11:54:58,2022-02-17 15:24:20,High value account
536817,default_value_1397,Connie,Delgado,b***********************t,8*************2,1998-02-13,2021-10-12,41,342458.39,Male,ACTIVE,SILVER,703,False,2023-10-08 15:14:08,2020-09-06 23:03:32,Complaint history
297969,default_value_6726,Charles,Moss,m*******************t,0*************2,1974-07-04,2023-09-04,58,416328.42,Female,ACTIVE,GOLD,579,True,2021-05-27 17:57:01,2024-10-04 10:19:42,Corporate account
933485,default_value_7858,Kathy,Reynolds,z*******************t,7**********9,1983-12-19,2023-11-20,30,444766.58,Other,ACTIVE,SILVER,621,True,2021-02-07 15:29:07,2023-03-01 18:43:09,Seasonal customer
703662,default_value_1302,Susan,Sullivan,t******************t,2*************5,1989-02-18,2021-02-07,45,273181.39,Not Specified,INACTIVE,BRONZE,486,True,2021-01-12 06:02:13,2021-11-01 07:01:25,Payment issues resolved
673760,default_value_9723,Steven,Chambers,h*************************g,2*************0,1966-07-24,2020-03-25,59,306790.33,Female,INACTIVE,SILVER,560,True,2021-04-12 14:23:21,2022-04-05 22:07:18,Seasonal customer
767051,default_value_3412,James,Jordan,d*********************t,0*************0,1971-04-11,2020-10-12,18,27573.5,Male,ACTIVE,SILVER,411,False,2023-06-17 20:23:42,2023-11-29 13:05:49,High value account
208932,default_value_5385,Kathryn,Sanchez,f********************m,2**********9,2004-09-17,2023-07-04,19,23466.15,Female,ACTIVE,SILVER,373,False,2020-04-28 23:19:37,2023-08-17 00:26:46,VIP customer
869997,default_value_7885,Michael,Rice,d***********************g,0*************5,1989-04-13,2022-05-07,43,88437.37,Female,ACTIVE,BRONZE,419,True,2024-04-08 10:03:06,2022-06-28 04:20:34,Corporate account
461245,default_value_2834,James,Keller,d***********************t,6**********7,1957-01-29,2021-08-07,73,364559.06,Male,ACTIVE,SILVER,435,True,2024-10-20 03:57:55,2023-08-09 04:46:51,Payment issues resolved
429754,default_value_3101,Trevor,Reed,c******************m,4*************8,1999-07-22,2020-03-21,86,187796.55,Male,INACTIVE,SILVER,472,True,2022-03-09 08:26:21,2020-08-19 03:06:40,Payment issues resolved
877445,default_value_5624,William,Luna,s**************t,(*************6,1980-09-24,2022-12-04,23,28721.15,Not Specified,ACTIVE,SILVER,473,False,2021-09-02 20:16:12,2022-03-16 12:19:42,Complaint history
917323,default_value_8736,Joanna,Levine,c***********************m,7**********4,1974-02-22,2021-10-16,54,287301.87,Male,ACTIVE,SILVER,821,False,2022-03-19 10:33:55,2020-09-18 01:57:59,VIP customer
971882,default_value_104,Jerry,Rush,m*******************t,+*************0,1954-09-13,2023-10-21,56,216300.11,Female,ACTIVE,GOLD,644,True,2020-08-04 13:35:51,2022-10-26 21:21:25,Seasonal customer
657106,default_value_7627,John,Phillips,r*********************g,5**********7,1952-03-05,2022-01-31,36,334826.35,Male,ACTIVE,SILVER,766,False,2020-05-05 20:58:24,2024-07-01 06:37:15,Seasonal customer
133682,default_value_6509,Kristi,Goodman,m**********************t,9*************8,2000-08-16,2020-09-21,71,292173.33,Male,INACTIVE,GOLD,589,False,2024-05-27 11:47:20,2023-11-08 17:52:31,Referral customer
417737,default_value_8107,John,Castro,j*****************m,4*************5,1967-01-12,2023-07-30,84,435922.08,Not Specified,ACTIVE,GOLD,506,True,2021-03-17 06:39:38,2024-12-11 18:10:35,High value account
309272,default_value_8408,Derek,Thomas,k**********************g,7*************8,1957-08-30,2021-04-13,69,296054.43,Female,ACTIVE,SILVER,771,False,2024-04-18 16:06:53,2022-07-01 18:14:05,High value account
378533,default_value_613,Amanda,Mendoza,g********************t,4*************0,1957-03-30,2020-03-17,24,45157.81,Female,INACTIVE,BRONZE,519,False,2022-08-08 08:27:14,2021-06-25 20:00:12,Referral customer
942989,default_value_3096,Jennifer,Hawkins,k*******************m,7*************2,1974-04-30,2024-05-03,23,44378.16,Male,INACTIVE,SILVER,518,False,2022-03-08 23:33:40,2021-07-11 23:19:03,Seasonal customer
539087,default_value_8079,Sarah,Rodriguez,p*****************t,9********2,1976-08-15,2020-07-28,79,163239.58,Female,ACTIVE,BRONZE,505,False,2023-05-04 06:14:08,2020-01-20 07:16:31,High value account
231121,default_value_9724,Justin,Smith,w**********************t,(*************9,1998-05-14,2020-12-18,56,132365.31,Female,SUSPENDED,SILVER,716,False,2022-03-09 17:53:01,2024-09-05 08:22:24,VIP customer
467633,default_value_1525,Natalie,Robinson,m***********************g,+*************0,1965-03-21,2020-05-07,42,89579.27,Male,ACTIVE,PLATINUM,544,False,2020-10-22 18:19:09,2020-10-31 01:41:52,Payment issues resolved
760422,default_value_5503,Alyssa,Sellers,a*****************m,+*************0,1954-07-06,2024-07-27,50,350737.52,Female,ACTIVE,PLATINUM,428,True,2023-08-02 10:51:42,2022-12-01 22:34:07,High value account
228359,default_value_1701,Ana,Burton,d****************m,7*************0,1979-08-20,2020-07-20,28,143440.82,Female,SUSPENDED,BRONZE,777,False,2020-02-28 09:24:53,2022-01-26 23:38:33,Referral customer
948000,default_value_8770,Richard,Baker,b********************t,5**********3,1997-05-12,2023-02-13,64,217666.04,Female,ACTIVE,SILVER,573,True,2020-08-30 04:10:28,2023-12-24 14:26:32,Referral customer
315703,default_value_7989,Matthew,Daniels,n******************m,0*************9,1975-05-21,2020-09-13,32,145223.83,Female,ACTIVE,BRONZE,641,False,2024-06-23 01:29:49,2021-08-15 05:49:55,Seasonal customer
203654,default_value_1066,Erica,Salas,a***********************t,+*************1,1995-04-02,2021-02-03,32,158317.09,Female,INACTIVE,SILVER,545,True,2021-12-12 23:35:03,2022-08-24 21:23:49,Payment issues resolved
315133,default_value_6329,Ryan,Jackson,g********************m,8*************9,1979-04-22,2024-10-31,32,253453.8,Male,PENDING,BRONZE,650,False,2024-06-21 20:09:06,2023-11-03 16:52:24,Complaint history
535972,default_value_3781,Jose,Macdonald,p****************m,(***********7,1997-06-16,2020-10-07,88,208829.22,Female,ACTIVE,SILVER,336,True,2021-05-11 16:31:29,2020-08-09 02:31:33,High value account
857468,default_value_380,Robert,Myers,j**********************t,+*************0,2000-11-01,2024-10-21,63,424812.76,Male,ACTIVE,GOLD,405,False,2022-11-12 04:13:40,2023-11-28 17:46:23,Payment issues resolved
83072,default_value_2877,Erika,Mcdonald,h********************m,5*************4,1983-06-05,2023-08-27,20,27371.33,Male,ACTIVE,BRONZE,334,False,2022-10-27 13:56:21,2021-10-08 07:28:23,Excellent payment history
138672,default_value_2925,Brian,James,a********************m,0*************0,1988-02-28,2023-12-29,51,165179.36,Female,PENDING,BRONZE,538,False,2024-05-12 21:49:26,2022-12-20 02:25:33,VIP customer
423546,default_value_6893,Sarah,Bradley,k*******************g,+*************3,2004-09-22,2020-06-03,35,453379.91,Other,ACTIVE,GOLD,441,True,2022-08-28 15:29:41,2020-06-01 13:19:44,Seasonal customer
844300,default_value_913,Summer,Ayers,c*****************m,(***********9,1960-08-23,2020-11-24,81,201415.5,Male,ACTIVE,BRONZE,317,True,2022-02-03 01:15:34,2021-02-08 16:08:06,Referral customer
997310,default_value_3585,Bryan,Cox,d**********************g,0*************9,1970-10-28,2024-11-07,68,485752.07,Male,ACTIVE,GOLD,673,False,2023-03-13 04:07:28,2024-07-18 08:01:26,Seasonal customer
347666,default_value_1523,Sandra,Velazquez,i****************m,+*************7,1971-01-19,2021-08-13,36,114949.36,Male,ACTIVE,SILVER,824,True,2024-03-03 08:23:50,2020-07-07 09:49:03,Excellent payment history
790456,default_value_4571,Charles,Cohen,d******************g,(*************5,1952-07-13,2022-02-13,64,207953.24,Female,SUSPENDED,BRONZE,764,True,2024-07-31 07:11:53,2020-08-28 08:11:20,Excellent payment history
379355,default_value_3936,Patrick,Lewis,j*********************m,+*************4,1958-05-05,2024-01-23,40,483128.49,Male,ACTIVE,PLATINUM,687,False,2024-05-13 18:33:30,2021-01-15 17:45:26,VIP customer
789934,default_value_1789,Rebecca,Rodriguez,h***********************m,(*************2,1957-08-02,2020-09-07,40,291810.93,Female,ACTIVE,GOLD,546,True,2022-03-12 21:06:27,2024-03-25 19:37:50,Referral customer
996866,default_value_2607,Derrick,Lewis,m*******************g,+*************5,1979-02-01,2024-04-16,50,443255.44,Female,ACTIVE,BRONZE,602,False,2023-10-27 13:59:56,2024-10-05 20:42:18,Complaint history
609560,default_value_46,Anthony,Hurley,k*******************m,0*************2,1972-04-13,2022-11-20,35,222659.76,Female,ACTIVE,SILVER,442,False,2021-09-22 12:32:11,2023-02-12 09:08:59,Excellent payment history
652939,default_value_5696,Adam,Parker,k*********************t,0*************9,2000-10-30,2021-10-14,69,333227.24,Male,ACTIVE,GOLD,646,True,2021-07-08 03:50:49,2024-07-16 20:25:25,Complaint history
