customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
125036,default_value_5276,Lisa,Davis,c**************************m,0*************0,1965-11-21,2022-03-10,50,338649.53,Female,ACTIVE,BRONZE,773,False,2024-12-27 07:30:27,2022-04-24 21:44:47,Referral customer
289823,default_value_2405,Nicholas,Fisher,l***********************m,3**********5,2004-07-18,2024-09-30,67,390231.84,Female,INACTIVE,BRONZE,657,True,2023-01-18 14:20:47,2024-03-06 10:08:06,Frequent buyer
27309,default_value_6783,Daniel,Winters,w*******************m,3********8,1986-07-25,2022-11-13,24,22713.2,Female,ACTIVE,PLATINUM,719,False,2023-04-04 04:59:40,2024-09-21 04:49:48,Payment issues resolved
547966,default_value_6335,Charles,Hughes,c*************************m,0*************3,1958-11-21,2024-09-12,19,37650.26,Female,SUSPENDED,PLATINUM,751,True,2024-10-10 08:56:33,2021-08-30 08:20:47,Excellent payment history
466582,default_value_5072,Elizabeth,James,y******************g,0*************3,1979-02-23,2023-09-08,61,182037.81,Female,SUSPENDED,SILVER,490,True,2023-02-27 20:52:48,2020-07-09 16:53:17,Complaint history
41311,default_value_8158,John,Todd,w********************t,4*************9,1958-07-28,2024-10-04,62,418241.48,Male,ACTIVE,PLATINUM,577,False,2022-08-25 20:45:06,2024-09-04 10:22:43,VIP customer
572377,default_value_7325,Christie,Miles,d********************t,8*************0,1976-03-29,2021-09-12,88,394345.28,Male,ACTIVE,BRONZE,432,True,2021-03-27 20:59:41,2021-09-12 21:48:21,Excellent payment history
843006,default_value_7465,Greg,Weeks,r************************g,7**********7,1955-05-11,2021-09-13,70,450651.74,Female,SUSPENDED,SILVER,717,False,2023-11-01 02:07:53,2021-02-12 14:57:41,High value account
647246,default_value_1886,Jason,Hansen,p*******************g,5********2,1989-03-14,2022-03-30,78,380379.88,Female,ACTIVE,SILVER,836,True,2021-06-07 07:27:15,2020-11-12 12:38:19,Corporate account
256930,default_value_2886,Amanda,Stokes,t***********************m,+*************3,1999-11-13,2024-04-23,87,240015.72,Male,INACTIVE,GOLD,558,False,2023-07-17 06:16:01,2023-12-05 16:51:08,Seasonal customer
302987,default_value_7081,Judy,Vasquez,v***********************t,2**********8,1951-07-22,2020-01-05,55,474790.68,Not Specified,ACTIVE,GOLD,401,False,2021-05-22 13:50:58,2022-10-25 11:10:52,Seasonal customer
870358,default_value_6555,Jennifer,Sawyer,o***********************m,7**********5,1987-07-14,2022-09-12,29,162800.07,Female,ACTIVE,BRONZE,713,True,2021-02-21 02:20:36,2024-08-11 13:13:59,Payment issues resolved
