address_id,street_address,city,state,zip_code,country
1327977b-709f-4116-a485-caf9bc2937c7,"575 Bonnie Causeway
Parsonston, MI 62300",Alexanderfort,Ne,88124,United States
afb82add-8534-4c6f-b05d-ae57dd332f51,"315 Jack Crest
Shellyside, MI 81650",Robinsonmouth,No,39313,United States
ff72a9f5-876d-4a5d-ae27-c6d1f943a235,"025 Snyder Valleys
Lake Marymouth, GU 67325",North Matthewshire,Mi,19216,United States
6421a963-b722-478b-8e3c-07f7fc5b6fe2,"7058 Adam Station
Millerland, PW 49653",North Sandy,Ma,49016,United States
011ddbd0-4b8d-472c-aa48-4f1ec222e9e7,"654 Donna Highway Apt. 604
South Markberg, KS 97771",Clarkbury,Mi,77369,United States
07c2d4c7-8b24-46f5-8281-e7b5dddee7c5,"808 Brandi Terrace Apt. 697
West Gloriabury, FL 28362",Port Brittany,Te,52745,United States
5d5013ef-3bc0-4140-938b-3950aa091459,"94922 Gonzalez Summit
Herreraport, ME 03499",Hutchinsonstad,Pe,07275,United States
8f3df43c-a074-45c7-b56f-b5d6f6d40d8e,"8849 Lisa Greens
Chambersfurt, PW 28357",West Rebeccaburgh,Ne,32986,United States
cd07a4e5-2aed-4c38-8a1b-6a2fae64b17c,"13128 Garcia Lights Suite 930
Josefort, GU 44281",West Luke,Ka,98988,United States
f6e9d6f7-ab9a-45d0-a9c1-18740035d62c,"469 Michael Road
East Jenniferstad, KY 06917",Lake Benjamin,Ne,63643,United States
54f9f41d-900a-44ae-aa23-c8d74bab0293,"268 Miller Grove
Lake Kimberly, KY 29183",Lake Gloriatown,Mi,92636,United States
95a34167-9e06-4c3e-8f53-34cf2432a18b,"610 Jacqueline Mountain
Coryland, AZ 62795",Emilyberg,Ma,43774,United States
fde61ae1-2266-4259-b410-4f24e15d5ca0,"USCGC Guerrero
FPO AA 58509",Snyderland,Mi,43773,United States
239e2dc4-0faa-4d09-970d-69c8dd039ac1,"98566 Zimmerman Gardens
East Valerie, PR 96592",North Michellemouth,Il,39821,United States
81be041a-0881-4fbd-aa49-a4ef66a478cf,"3684 Collins Estate
Joshuastad, MD 16521",New Jason,Vi,87495,United States
d49f8c7b-8bb5-4031-9824-939ddc2e0d3d,"Unit 1155 Box 4987
DPO AE 43569",Swansonview,Ca,28864,United States
aec3df09-ab60-4bf2-8785-1370ff1b5679,"Unit 1793 Box 7051
DPO AA 83558",Chelseaburgh,Wi,87438,United States
b0d67de9-7db3-498a-ab49-35dc16641742,"262 Smith Locks
South Shelby, TN 36620",West Judy,Fl,83707,Canada
