customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
758174,48971bbc-b6ef-4dab-a82d-26d1080a8f81,Robert,Stewart,e*********************m,7**********5,1969-01-26,2023-01-29,49,231218.78,Female,ACTIVE,PLATINUM,820,False,2021-02-13 06:50:19,2024-10-05 15:30:09,Excellent payment history
184575,1d99d9f5-94bc-49d0-a666-1640629da7a5,Tanya,Schneider,k*********************m,5*************7,1951-04-10,2023-06-24,47,171760.18,Female,SUSPENDED,GOLD,565,True,2024-04-09 14:57:57,2024-05-06 04:32:32,Frequent buyer
28514,819cc7a7-14a9-486c-8416-139d3ba7415e,Mark,Vang,r**********************g,6**********9,1991-12-28,2024-04-30,59,404374.88,Male,ACTIVE,SILVER,397,True,2021-09-28 13:13:50,2021-02-14 13:56:48,Seasonal customer
288985,9bd849fe-63ba-4e3e-858d-f6010c063285,Amanda,Taylor,g*******************m,0*************0,1954-05-09,2021-11-03,59,424555.06,Female,ACTIVE,SILVER,572,True,2020-02-10 14:05:16,2021-11-21 17:43:19,High value account
383265,7f0ed76f-6b77-4cc9-8fd4-7a3163451a15,Samantha,Harvey,l********************m,7********9,1985-08-12,2022-01-16,78,447167.13,Female,ACTIVE,BRONZE,769,True,2021-11-23 07:39:39,2024-03-12 17:21:52,Payment issues resolved
565445,23adeacd-96df-46bd-a08b-136e7d7dcd66,Kayla,Porter,p*************************t,0*************1,1982-06-04,2023-08-13,34,471249.93,Male,SUSPENDED,SILVER,490,True,2023-11-10 20:22:11,2021-06-04 17:06:35,VIP customer
993797,d726d0e5-91da-4bb5-8098-714f18ca6720,John,Gordon,c*********************m,+*************7,1956-12-02,2021-05-09,41,170527.58,Female,SUSPENDED,SILVER,612,True,2022-10-10 04:57:01,2022-11-05 01:51:57,Complaint history
94224,e92fa0da-85b3-4868-979f-ce653992f283,Robert,Peters,v**************g,4*************2,2002-10-22,2023-05-09,21,47276.83,Female,SUSPENDED,SILVER,545,False,2021-09-23 20:36:29,2022-04-28 00:57:15,VIP customer
138406,716f9fbe-289b-4a05-b015-1104d46e83bc,Daniel,Payne,b*************************g,0*************1,1967-07-25,2022-01-18,32,340821.6,Female,ACTIVE,GOLD,449,False,2024-03-27 19:24:50,2022-03-09 18:27:18,Payment issues resolved
826366,0cb69e1f-b417-460f-b1e3-a4be3aa92daf,Teresa,Peterson,m********************t,+*************9,1953-08-09,2020-10-17,55,217145.86,Female,SUSPENDED,SILVER,309,True,2022-01-31 12:13:32,2021-10-20 04:13:11,High value account
482194,61cb5d41-5e40-425e-bc49-901015f3f72d,Alisha,Davis,d*************************g,0*************2,2004-10-11,2022-05-27,57,317357.42,Male,ACTIVE,PLATINUM,775,True,2022-12-12 22:53:57,2021-10-25 23:38:48,Excellent payment history
765337,328ebcda-ce56-404f-84fc-c6c4339c9a26,Frank,Pineda,n*****************m,(*************8,2002-07-24,2020-03-07,54,257363.75,Female,ACTIVE,PLATINUM,601,True,2024-05-20 21:56:07,2024-01-02 09:40:55,Seasonal customer
798485,68dbd1b3-7a90-4a9a-80ba-78778a88e506,Brianna,Richardson,b*********************m,0*************1,1964-01-16,2024-05-11,77,302877.2,Male,ACTIVE,BRONZE,367,True,2021-07-31 00:17:10,2021-12-28 04:02:27,Corporate account
132324,9ec221cb-e005-4400-8223-e9fdcab982ac,Amanda,Lyons,k*******************m,6********6,1966-09-29,2022-01-03,43,344041.76,Female,SUSPENDED,SILVER,473,False,2024-03-16 11:27:20,2024-06-08 11:41:36,High value account
586596,2667f776-4369-4c69-ab1d-b568831664b6,Shane,Clayton,l*********************g,(*************2,1995-08-26,2020-10-20,89,61241.99,Other,SUSPENDED,BRONZE,606,True,2020-02-26 16:06:21,2020-10-22 13:19:19,Excellent payment history
350497,97bbc419-1406-4a66-bec3-555038f2142d,Jeff,Hudson,m***********************m,9*************6,1997-04-20,2021-12-17,75,149134.74,Male,ACTIVE,BRONZE,807,False,2022-08-14 12:32:36,2024-04-30 15:13:47,Payment issues resolved
846625,9c01e6e7-bb4e-4b30-af44-9f073e7a3556,Steve,Lawrence,l****************m,(***********7,1965-12-07,2020-01-23,86,214103.02,Male,ACTIVE,SILVER,452,True,2021-04-25 16:28:51,2023-01-13 17:28:00,Corporate account
588146,f8a896de-91f3-4126-a9a1-20b008187c01,Jesus,Johnson,i****************m,+*************0,2004-05-13,2020-03-09,63,388762.32,Male,ACTIVE,SILVER,850,True,2022-01-24 02:19:10,2023-04-23 22:02:12,Corporate account
976299,0ab8a4ae-516f-4516-b1a5-5408f87b165e,Matthew,Greene,g**************************m,7********3,1950-08-09,2023-08-07,18,34592.6,Male,SUSPENDED,BRONZE,749,False,2021-10-15 02:46:17,2022-02-11 07:38:10,High value account
