customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
943580,b1da0b81-a231-4752-8d7a-58258c16838f,Richard,Miller,l***********************g,4*************7,2000-09-11,2020-12-23,34,67423.65,Male,ACTIVE,SILVER,588,False,2024-10-22 23:38:48,2023-07-30 12:23:09,Referral customer
343632,28f14121-f8d8-4220-a6ef-21a6a16a8e7c,Matthew,Abbott,o***********************g,3**********5,1978-04-12,2022-02-23,29,133733.03,Male,INACTIVE,BRONZE,521,True,2024-11-30 00:57:54,2023-08-18 20:53:38,Complaint history
152580,3d4b8422-aecf-4510-9706-291fee09cc42,Jessica,Martinez,d**********************t,+*************0,1961-07-30,2020-08-13,41,49075.96,Female,INACTIVE,PLATINUM,346,False,2021-10-11 16:14:39,2021-02-07 02:53:54,VIP customer
862342,bfc644ed-2ef2-4d60-9d63-9b7e1e932c81,Lauren,Bishop,c***********************g,0*************7,2005-08-21,2022-02-12,85,417397.69,Male,ACTIVE,BRONZE,754,True,2023-01-06 21:27:08,2023-02-14 19:34:31,Referral customer
632860,32659f0d-8b10-445e-ae2c-1a70186b35d5,Alexis,Benson,s******************g,6**********4,1984-01-27,2022-07-28,24,36809.83,Female,ACTIVE,SILVER,729,True,2024-06-05 06:41:07,2024-07-09 19:03:54,Seasonal customer
466377,14ec2ed5-ec99-4533-9422-efbfd6d308bf,Laura,Wagner,h*****************m,3********7,2002-12-16,2022-07-19,81,453287.33,Female,ACTIVE,BRONZE,427,False,2023-03-04 14:11:52,2024-08-26 10:07:57,Frequent buyer
422616,6d6a08c3-0b27-4709-ac7a-689cdbe6d28d,Kristin,Mora,g*******************g,4*************0,1986-11-04,2021-03-26,89,207931.83,Male,SUSPENDED,BRONZE,610,True,2021-06-25 05:03:11,2023-07-06 15:32:25,Referral customer
211882,a21c1499-2673-48aa-8e8b-680ad27ab8de,Mary,Mccarty,j**************************g,8*************9,2000-11-10,2023-02-26,84,268554.41,Female,ACTIVE,BRONZE,411,False,2022-06-13 04:02:45,2020-03-01 17:43:11,Frequent buyer
524644,6bcf3428-5bd3-450c-8a50-5c4e204a74f6,Bryan,Wilson,r****************g,8********1,1968-04-10,2020-09-02,72,491265.91,Female,INACTIVE,SILVER,847,True,2023-12-28 02:44:56,2023-09-19 10:24:31,Excellent payment history
20707,d414ee16-d370-417f-90ca-dec167eb81ae,Beth,Rollins,k********************m,0*************8,1955-06-21,2022-06-11,42,453164.46,Female,ACTIVE,BRONZE,742,False,2021-01-04 10:08:08,2022-06-29 20:28:00,Corporate account
410508,cb402b2a-8000-4abe-b2a1-7cd1a5513804,John,Fox,x******************g,(*************7,1960-06-25,2023-02-27,25,121100.81,Male,SUSPENDED,GOLD,725,True,2024-06-21 00:58:18,2024-03-03 14:31:25,Corporate account
