customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
251949,default_value_7853,Charles,Melendez,m**********************m,+*************5,1981-04-30,2022-11-27,58,108711.47,Female,ACTIVE,GOLD,432,False,2023-12-10 20:49:32,2024-03-06 03:53:18,Referral customer
874742,default_value_3729,David,Melendez,t*****************m,(***********3,1983-08-03,2020-05-01,77,484398.97,Female,ACTIVE,SILVER,841,True,2023-09-11 17:35:22,2023-07-11 04:04:23,Frequent buyer
115248,default_value_7025,Holly,Dudley,j******************m,0*************4,1975-08-19,2021-03-15,80,297802.81,Male,ACTIVE,SILVER,626,True,2024-07-23 04:18:02,2020-05-10 10:21:10,Payment issues resolved
768360,default_value_897,Norman,Harris,b*******************t,7*************1,1960-09-04,2020-06-22,39,389328.2,Female,ACTIVE,GOLD,543,True,2021-08-05 17:58:54,2022-06-10 17:02:26,Corporate account
620996,default_value_2773,David,Schneider,j*************************m,5*************7,1996-01-11,2020-02-26,35,175839.19,Female,ACTIVE,GOLD,702,False,2021-06-14 21:07:27,2022-06-02 01:11:42,Complaint history
954783,default_value_2586,Melissa,Haynes,n***************g,4**********5,1967-10-29,2020-10-27,49,371024.89,Other,SUSPENDED,BRONZE,777,False,2021-12-15 22:26:56,2021-09-04 10:49:56,Referral customer
813499,default_value_8577,Catherine,Whitehead,w*********************m,(*************2,1979-10-18,2020-03-16,40,115484.2,Male,ACTIVE,SILVER,743,True,2024-06-06 00:51:40,2023-07-15 23:08:01,Complaint history
265404,default_value_1858,Debra,Calhoun,d******************t,(***********6,1961-01-29,2020-10-04,57,122676.87,Male,ACTIVE,GOLD,728,False,2021-11-18 07:11:16,2020-04-01 00:38:34,Frequent buyer
479719,default_value_5832,Kristie,Rose,l***************g,+*************8,1954-03-03,2023-10-14,86,84823.8,Female,ACTIVE,BRONZE,315,False,2024-12-08 07:23:40,2021-04-14 00:21:02,Frequent buyer
437641,default_value_5705,Robert,Villarreal,k*****************t,2**********2,2003-12-10,2024-11-21,21,47576.93,Not Specified,ACTIVE,BRONZE,463,True,2020-09-08 06:24:41,2020-07-19 17:20:00,Complaint history
628837,default_value_555,Julie,Cole,w*********************m,2*************2,1980-03-07,2021-04-22,78,416363.9,Male,ACTIVE,PLATINUM,604,True,2023-07-13 13:11:16,2023-12-01 02:15:23,High value account
50056,default_value_2050,Timothy,Ryan,d***********************t,(***********1,1992-07-31,2021-12-24,86,377469.34,Male,ACTIVE,BRONZE,455,True,2021-10-24 11:45:19,2023-11-27 19:46:41,Excellent payment history
340330,default_value_5697,Denise,Harris,q*******************t,2*************9,1986-01-26,2024-06-22,79,251796.93,Female,INACTIVE,BRONZE,618,False,2021-05-04 02:26:59,2021-12-07 01:34:23,Referral customer
249499,default_value_4483,Abigail,Pope,h***********************t,3**********5,1992-12-12,2021-10-29,47,146804.45,Male,ACTIVE,GOLD,368,True,2020-01-18 00:45:10,2024-09-03 11:35:38,Complaint history
181088,default_value_2856,Charlotte,Goodman,k****************t,4*************4,1993-02-27,2023-09-02,34,302172.63,Female,ACTIVE,PLATINUM,817,True,2020-04-19 10:15:40,2023-02-02 12:41:44,Complaint history
944359,default_value_7037,Elizabeth,Graham,h*************************t,+*************9,2002-05-02,2020-05-31,64,189987.04,Female,INACTIVE,GOLD,386,True,2023-09-24 03:26:24,2021-06-08 19:23:13,Complaint history
705915,default_value_6063,Leah,Holmes,b**********************g,(***********3,1987-08-02,2020-01-26,55,161767.5,Male,ACTIVE,PLATINUM,688,True,2021-04-11 03:21:58,2023-11-01 19:32:15,Complaint history
590669,default_value_6228,Heather,Frost,z***************g,0*************8,1957-06-14,2020-05-23,64,132321.53,Male,ACTIVE,BRONZE,408,False,2023-02-23 05:31:43,2024-10-08 14:06:13,Complaint history
700800,default_value_4783,Thomas,Anderson,k********************g,9**********6,1990-08-05,2021-10-19,36,95203.8,Female,ACTIVE,PLATINUM,615,True,2021-12-19 13:41:13,2021-08-06 23:10:57,Excellent payment history
70182,default_value_5248,Teresa,Grant,v*********************g,0*************8,1974-04-15,2021-12-08,24,36158.77,Female,INACTIVE,BRONZE,776,True,2022-04-15 15:00:40,2021-09-15 13:13:39,Frequent buyer
416812,default_value_7563,Nicole,Mann,d******************g,(***********0,1965-03-20,2023-07-17,72,89543.09,Male,ACTIVE,SILVER,492,True,2024-07-06 18:16:51,2021-07-12 02:21:48,Payment issues resolved
576913,default_value_6960,Robert,Johnson,s************************g,(*************2,1997-03-02,2020-01-22,78,156576.78,Male,SUSPENDED,PLATINUM,749,False,2021-09-30 07:34:10,2021-12-27 03:26:46,Corporate account
403348,default_value_933,Samuel,Brennan,b************************g,9*************9,1988-09-29,2023-07-04,57,320904.24,Male,ACTIVE,GOLD,635,False,2021-02-08 09:19:55,2021-06-11 21:39:15,High value account
969958,default_value_73,Brandon,Adams,c***********************g,0*************6,1954-10-13,2024-12-29,69,151088.14,Female,ACTIVE,PLATINUM,778,False,2022-01-21 18:12:57,2021-05-29 23:03:20,High value account
486846,default_value_703,Kathy,Horton,d*********************m,5**********9,1987-09-13,2024-02-02,70,178447.73,Female,ACTIVE,BRONZE,401,True,2023-10-27 06:50:51,2020-11-26 09:07:20,Complaint history
