customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
245606,default_value_5258,Erika,Mills,n*******************m,0*************3,1991-08-29,2022-04-11,44,20961.89,Male,ACTIVE,GOLD,603,True,2020-11-09 20:28:45,2020-05-17 23:31:07,VIP customer
604574,default_value_6439,Melissa,Mason,c*********************g,(***********4,1993-03-25,2023-11-30,40,238996.39,Female,ACTIVE,PLATINUM,815,True,2024-07-12 06:56:32,2021-09-21 12:20:37,Seasonal customer
667959,default_value_2746,Andrea,Matthews,d*******************g,3**********1,1963-11-18,2020-05-05,70,325339.67,Male,ACTIVE,GOLD,666,True,2022-01-02 00:46:02,2023-01-07 03:49:13,Referral customer
271493,default_value_3098,Christopher,Hall,f********************m,9**********8,1977-09-08,2021-08-02,48,29780.13,Female,INACTIVE,SILVER,533,False,2021-02-13 12:56:06,2021-09-11 16:12:31,Seasonal customer
377188,default_value_9538,Edward,Abbott,w********************m,9*************6,1961-09-17,2022-09-30,77,226512.85,Female,ACTIVE,GOLD,735,True,2020-09-18 08:37:40,2020-02-07 06:33:14,Frequent buyer
844502,default_value_9019,Kelly,Burns,t********************t,+*************1,1978-02-05,2021-07-18,49,145424.04,Male,ACTIVE,BRONZE,356,False,2022-06-08 02:25:38,2023-04-22 10:03:03,Referral customer
750083,default_value_7309,Brandon,Davis,c*****************************g,+*************7,1982-10-28,2021-04-11,86,148709.78,Male,ACTIVE,GOLD,777,False,2020-10-11 22:59:28,2022-05-17 04:43:12,Payment issues resolved
681256,default_value_6404,Veronica,Oliver,o****************g,4*************3,2001-03-05,2021-11-07,79,75760.25,Male,ACTIVE,GOLD,646,True,2023-09-20 07:19:31,2023-06-04 12:48:15,High value account
754874,default_value_9191,Cynthia,Burns,s***********************m,(*************3,1992-05-11,2024-06-29,35,178681.39,Male,INACTIVE,PLATINUM,578,False,2020-04-15 00:02:31,2021-07-30 11:44:07,Corporate account
273225,default_value_3026,Melanie,Carter,j**********************t,(*************6,1963-06-08,2023-03-17,73,245418.93,Female,ACTIVE,BRONZE,331,True,2023-12-04 13:38:40,2021-10-19 19:11:08,Corporate account
416091,default_value_6886,Samantha,Flynn,m*****************m,2**********3,1975-03-19,2021-04-14,37,497090.96,Male,INACTIVE,BRONZE,375,False,2020-01-29 21:26:16,2020-09-24 20:29:25,Seasonal customer
87770,default_value_2983,Kendra,Williams,t****************g,(*************9,1981-09-28,2022-04-08,55,107282.28,Other,ACTIVE,SILVER,301,False,2023-11-20 16:08:43,2021-10-01 21:41:17,Referral customer
104259,default_value_7306,Candace,Johnson,k*****************t,6*************2,1997-11-20,2024-09-15,56,361996.57,Male,ACTIVE,SILVER,689,False,2022-12-16 00:39:24,2024-10-19 20:56:58,Corporate account
748314,default_value_7585,Andrea,Anderson,a*********************m,6*************7,1999-04-27,2021-05-22,28,81266.94,Other,ACTIVE,BRONZE,582,True,2022-02-10 02:05:09,2022-11-06 17:18:13,Corporate account
931146,default_value_6106,William,Aguilar,m************************g,9**********8,1982-10-18,2020-11-08,36,122156.23,Female,ACTIVE,GOLD,772,False,2024-12-01 21:16:04,2020-02-05 18:28:39,Referral customer
551647,default_value_9179,Wendy,Rogers,e*****************t,6**********7,1976-07-26,2020-04-22,79,347910.49,Male,ACTIVE,SILVER,796,True,2020-05-23 02:57:45,2020-11-25 01:32:15,High value account
557724,default_value_3598,Denise,Ellis,a*******************m,5**********7,1954-08-20,2020-10-30,20,26633.05,Female,ACTIVE,BRONZE,649,False,2022-11-01 12:04:31,2024-10-11 20:35:41,VIP customer
747484,default_value_3537,Robert,Jacobs,n*******************g,(*************5,1979-09-07,2020-04-04,57,281426.26,Female,ACTIVE,GOLD,631,True,2023-03-21 18:20:45,2023-09-23 01:11:34,Excellent payment history
