customer_id,address_id,first_name,last_name,email,phone_number,date_of_birth,registration_date,age,income,gender,customer_status,loyalty_tier,credit_score,marketing_opt_in,created_at,updated_at,notes
736358,b1da0b81-a231-4752-8d7a-58258c16838f,Amanda,Watson,c***********************g,(*************7,1965-12-31,2023-02-21,19,30200.49,Male,ACTIVE,BRONZE,497,True,2022-07-07 17:21:06,2021-01-23 16:56:50,Corporate account
350768,28f14121-f8d8-4220-a6ef-21a6a16a8e7c,Rebecca,Townsend,c********************m,0*************8,1994-11-08,2021-12-09,49,167795.66,Female,ACTIVE,BRONZE,479,True,2021-03-10 07:48:56,2024-07-25 18:43:45,High value account
598091,3d4b8422-aecf-4510-9706-291fee09cc42,Hannah,Miller,o******************t,3*************7,1986-10-15,2024-12-11,36,271111.75,Male,ACTIVE,BRONZE,374,True,2023-05-23 09:32:34,2023-04-19 16:32:49,Seasonal customer
709355,bfc644ed-2ef2-4d60-9d63-9b7e1e932c81,Sarah,Powell,l*********************m,+*************3,1955-05-07,2023-04-20,48,257582.22,Not Specified,ACTIVE,GOLD,628,False,2024-08-08 23:54:50,2020-09-04 16:24:56,Complaint history
162160,32659f0d-8b10-445e-ae2c-1a70186b35d5,Michelle,Contreras,w***********************t,0*************2,1965-03-29,2023-08-20,28,52385.74,Not Specified,SUSPENDED,SILVER,763,True,2022-10-04 05:56:24,2024-12-29 01:37:41,Referral customer
16243,14ec2ed5-ec99-4533-9422-efbfd6d308bf,Rhonda,Fernandez,w*******************g,9*************7,1979-06-13,2020-04-08,81,212920.89,Female,INACTIVE,SILVER,553,False,2024-01-09 05:37:19,2021-07-11 16:05:43,Complaint history
67370,6d6a08c3-0b27-4709-ac7a-689cdbe6d28d,Dan,Freeman,t********************t,+*************9,1960-12-25,2023-11-13,60,378800.34,Female,ACTIVE,BRONZE,650,False,2024-03-09 16:11:42,2024-02-21 01:36:39,Seasonal customer
929432,a21c1499-2673-48aa-8e8b-680ad27ab8de,Holly,Nelson,k***********************t,2**********0,1982-03-26,2022-07-18,66,183027.44,Male,ACTIVE,BRONZE,420,True,2023-11-14 08:18:05,2024-06-03 12:33:52,Corporate account
732832,6bcf3428-5bd3-450c-8a50-5c4e204a74f6,Justin,Roy,r************************t,0*************1,1978-04-05,2022-04-25,86,306054.17,Male,SUSPENDED,GOLD,635,False,2021-09-13 11:59:17,2023-05-14 10:49:22,Complaint history
920372,d414ee16-d370-417f-90ca-dec167eb81ae,Cody,Lowe,d***********************t,9**********2,1997-05-13,2024-08-15,20,46081.94,Female,ACTIVE,BRONZE,398,True,2023-02-14 11:50:40,2020-10-05 00:29:58,Excellent payment history
702588,cb402b2a-8000-4abe-b2a1-7cd1a5513804,Erica,Riley,w**********************t,6*************6,1989-12-27,2021-08-04,21,30403.66,Male,ACTIVE,GOLD,575,True,2021-03-07 14:30:28,2021-05-18 01:56:51,Excellent payment history
772758,8ceed228-ef6f-43ca-a345-981c1f56496e,Sheri,Stewart,o*****************m,8*************2,1960-05-05,2021-12-02,85,154041.36,Female,INACTIVE,SILVER,596,True,2020-05-10 11:37:38,2023-01-08 07:38:38,Payment issues resolved
4690,2de9422e-78ee-41da-ac95-95f4cf386118,Karen,Neal,m***********************t,0*************9,1995-10-04,2023-03-24,28,471120.69,Male,ACTIVE,GOLD,807,False,2023-09-16 03:24:44,2024-12-13 22:33:32,Seasonal customer
243705,60711323-743c-4874-b75e-f368fd4dde41,Lindsay,Herman,c******************g,9********0,1956-09-30,2021-08-20,77,120438.52,Female,ACTIVE,SILVER,826,False,2023-05-27 00:36:20,2023-10-30 19:48:01,Complaint history
211151,5038d6da-2f7b-4fd4-a083-280e3e10bd25,Jennifer,Henry,i****************t,5********6,1986-11-11,2024-01-10,21,33562.11,Female,ACTIVE,BRONZE,456,False,2024-08-21 12:35:26,2024-10-13 20:13:31,Corporate account
627588,283d65f0-7841-4514-bbd4-bd8216d05da9,John,Lucas,a******************g,9**********1,1980-06-07,2023-03-12,56,268009.31,Female,ACTIVE,BRONZE,675,True,2022-11-27 18:09:35,2021-06-15 01:18:52,High value account
602516,204991c2-feb9-4f0f-b198-b472a8e6d346,James,Ferguson,h********************m,+*************4,1955-08-20,2023-05-24,20,35229.13,Female,ACTIVE,GOLD,455,True,2022-05-11 18:54:06,2021-05-21 07:10:59,Complaint history
28302,ced8f94f-f2f0-47a8-afa3-24c5711aec36,Mary,Beasley,m****************m,+*************6,1997-10-07,2021-01-10,89,374042.03,Female,ACTIVE,SILVER,550,True,2021-10-18 19:12:12,2024-01-24 19:49:03,Excellent payment history
383048,60303c6c-a1ba-4dd6-80b3-0dcbb684c01b,Teresa,Garcia,u**************m,(*************2,1956-12-13,2021-11-21,27,182894.14,Male,ACTIVE,GOLD,645,False,2024-04-30 03:08:47,2022-07-11 04:28:34,Referral customer
535543,e07c5caf-10c0-4f34-84af-cdbd19ac0a2e,Lindsey,Nguyen,p**********************g,3*************4,1976-12-22,2024-12-10,37,491437.1,Other,ACTIVE,SILVER,744,False,2021-06-26 12:56:41,2023-12-20 12:16:34,Seasonal customer
633329,84ac72f7-f4df-4a6d-b035-9b594bc64905,Regina,Brooks,a**********************g,(***********7,1998-04-20,2020-08-04,89,143627.05,Male,ACTIVE,GOLD,519,False,2024-04-12 16:11:28,2021-05-07 05:03:48,Corporate account
638648,6da99574-8a9a-45f5-8ee4-a2fec2137a4c,Justin,Mcgrath,t**********************m,5********8,1958-10-08,2024-05-23,37,59836.13,Female,ACTIVE,PLATINUM,377,False,2024-02-23 07:29:49,2023-11-26 17:29:23,Payment issues resolved
156181,d37e96d6-ee4e-4e45-b2f3-4512c11ee077,Douglas,Brady,h***********************t,0*************5,1991-06-26,2022-08-10,34,181853.12,Female,PENDING,GOLD,464,False,2024-12-16 00:34:38,2021-11-24 06:00:25,VIP customer
839546,981c7b83-4389-4206-acaa-12524af7f9f4,Tyler,Carter,f*****************m,+*************9,1988-04-07,2020-08-07,70,483418.58,Female,ACTIVE,BRONZE,624,False,2020-08-21 02:22:40,2024-05-28 09:36:08,Complaint history
617060,b20be79b-e9fb-4bf4-b2ee-0b8c616edb7c,John,Tyler,h*******************g,8*************9,1996-05-19,2021-09-14,62,181773.4,Male,ACTIVE,BRONZE,815,True,2020-11-04 07:25:03,2021-04-14 00:55:08,Excellent payment history
573335,b73bd90a-f0d2-46b1-95c3-cb257dd820a8,Jeffrey,Gibson,q******************t,(***********8,2004-02-25,2024-04-11,18,46105.92,Male,INACTIVE,PLATINUM,544,True,2022-02-15 09:08:32,2022-11-19 13:16:48,Referral customer
724081,95f8281a-bb85-42de-a17f-f9f74553b81e,Danielle,Dalton,c*********************t,+*************5,2001-05-09,2024-11-14,89,322814.61,Male,ACTIVE,BRONZE,380,True,2021-07-29 08:41:25,2020-12-26 07:51:55,Excellent payment history
694437,87ca30dc-3a83-4a98-9bb5-d52123035d2a,Andrew,Stone,c*******************************t,(*************4,1965-08-03,2020-07-01,75,456677.39,Female,ACTIVE,SILVER,368,False,2022-10-27 12:03:53,2022-04-23 05:43:23,Seasonal customer
64897,70ddd96d-15fa-4b88-bf3d-c7d8de3ced54,Kathryn,Kim,v****************g,5**********3,1960-08-30,2020-12-03,34,189407.15,Male,PENDING,BRONZE,469,False,2020-02-02 17:30:48,2022-07-07 21:17:22,Frequent buyer
520273,2c9622e4-3e36-4fdd-bec0-8f22b74ee29a,Mark,Fox,d*********************m,2*************5,1969-08-13,2022-12-26,81,123927.09,Female,INACTIVE,GOLD,506,True,2024-05-06 06:08:06,2024-05-27 12:32:06,Complaint history
